task,layer,inactive_count,epoch,model
1,conv1,0,0,relu_0.2_ours_sgd
1,layer1,0,0,relu_0.2_ours_sgd
1,layer2,0,0,relu_0.2_ours_sgd
1,layer3,0,0,relu_0.2_ours_sgd
1,layer4,92,0,relu_0.2_ours_sgd
1,conv1,0,1,relu_0.2_ours_sgd
1,layer1,0,1,relu_0.2_ours_sgd
1,layer2,0,1,relu_0.2_ours_sgd
1,layer3,0,1,relu_0.2_ours_sgd
1,layer4,1,1,relu_0.2_ours_sgd
1,conv1,0,2,relu_0.2_ours_sgd
1,layer1,0,2,relu_0.2_ours_sgd
1,layer2,0,2,relu_0.2_ours_sgd
1,layer3,0,2,relu_0.2_ours_sgd
1,layer4,20,2,relu_0.2_ours_sgd
1,conv1,0,3,relu_0.2_ours_sgd
1,layer1,0,3,relu_0.2_ours_sgd
1,layer2,0,3,relu_0.2_ours_sgd
1,layer3,0,3,relu_0.2_ours_sgd
1,layer4,0,3,relu_0.2_ours_sgd
1,conv1,0,4,relu_0.2_ours_sgd
1,layer1,0,4,relu_0.2_ours_sgd
1,layer2,0,4,relu_0.2_ours_sgd
1,layer3,0,4,relu_0.2_ours_sgd
1,layer4,0,4,relu_0.2_ours_sgd
1,conv1,0,5,relu_0.2_ours_sgd
1,layer1,0,5,relu_0.2_ours_sgd
1,layer2,0,5,relu_0.2_ours_sgd
1,layer3,0,5,relu_0.2_ours_sgd
1,layer4,0,5,relu_0.2_ours_sgd
1,conv1,0,6,relu_0.2_ours_sgd
1,layer1,0,6,relu_0.2_ours_sgd
1,layer2,0,6,relu_0.2_ours_sgd
1,layer3,0,6,relu_0.2_ours_sgd
1,layer4,0,6,relu_0.2_ours_sgd
1,conv1,0,7,relu_0.2_ours_sgd
1,layer1,0,7,relu_0.2_ours_sgd
1,layer2,0,7,relu_0.2_ours_sgd
1,layer3,0,7,relu_0.2_ours_sgd
1,layer4,0,7,relu_0.2_ours_sgd
1,conv1,0,8,relu_0.2_ours_sgd
